x	denom	arg(denom)
 (0.000029+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000016+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000029+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000016+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000029+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000017+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000029+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000017+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000027+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000018+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000027+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000018+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000026+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000020+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000026+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000020+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000024+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000021+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000024+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000021+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000008+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000008+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000015+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000000+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000015+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000000+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000015+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000000+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000015+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000000+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000014+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000001+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000014+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000001+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000013+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000002+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000013+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000002+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000012+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000003+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000012+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000003+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000011+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000005+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000011+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000005+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000009+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000006+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000009+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000006+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (2.000011+0.000000j)	 (0.001979-0.007049j)	 (-1.297124+0.000000j)
 (-2.000011+0.000000j)	 (0.001979+0.007049j)	 (1.297124+0.000000j)
 (2.000045+0.000000j)	 (0.001031-0.013528j)	 (-1.494716+0.000000j)
 (1.999977+0.000000j)	 (0.009617-0.001451j)	 (-0.149703+0.000000j)
 (-2.000045+0.000000j)	 (0.001031+0.013528j)	 (1.494716+0.000000j)
 (-1.999977+0.000000j)	 (0.009617+0.001451j)	 (0.149703+0.000000j)
 (2.000044+0.000000j)	 (0.001048-0.013312j)	 (-1.492244+0.000000j)
 (1.999979+0.000000j)	 (0.009317-0.001497j)	 (-0.159335+0.000000j)
 (-2.000044+0.000000j)	 (0.001048+0.013312j)	 (1.492244+0.000000j)
 (-1.999979+0.000000j)	 (0.009317+0.001497j)	 (0.159335+0.000000j)
 (2.000041+0.000000j)	 (0.001084-0.012873j)	 (-1.486821+0.000000j)
 (1.999982+0.000000j)	 (0.008693-0.001605j)	 (-0.182535+0.000000j)
 (-2.000041+0.000000j)	 (0.001084+0.012873j)	 (1.486821+0.000000j)
 (-1.999982+0.000000j)	 (0.008693+0.001605j)	 (0.182535+0.000000j)
 (2.000037+0.000000j)	 (0.001143-0.012203j)	 (-1.477397+0.000000j)
 (1.999986+0.000000j)	 (0.007703-0.001811j)	 (-0.230896+0.000000j)
 (-2.000037+0.000000j)	 (0.001143+0.012203j)	 (1.477397+0.000000j)
 (-1.999986+0.000000j)	 (0.007703+0.001811j)	 (0.230896+0.000000j)
 (2.000032+0.000000j)	 (0.001234-0.011304j)	 (-1.462065+0.000000j)
 (1.999991+0.000000j)	 (0.006295-0.002216j)	 (-0.338513+0.000000j)
 (-2.000032+0.000000j)	 (0.001234+0.011304j)	 (1.462065+0.000000j)
 (-1.999991+0.000000j)	 (0.006295+0.002216j)	 (0.338513+0.000000j)
 (2.000025+0.000000j)	 (0.001372-0.010168j)	 (-1.436690+0.000000j)
 (1.999998+0.000000j)	 (0.004449-0.003136j)	 (-0.613978+0.000000j)
 (-2.000025+0.000000j)	 (0.001372+0.010168j)	 (1.436690+0.000000j)
 (-1.999998+0.000000j)	 (0.004449+0.003136j)	 (0.613978+0.000000j)
 (2.000019+0.000000j)	 (0.001591-0.008766j)	 (-1.391222+0.000000j)
 (2.000004+0.000000j)	 (0.002789-0.005002j)	 (-1.062173+0.000000j)
 (-2.000019+0.000000j)	 (0.001591+0.008766j)	 (1.391222+0.000000j)
 (-2.000004+0.000000j)	 (0.002789+0.005002j)	 (1.062173+0.000000j)
 (1.999943+0.000000j)	 (0.015157-0.000920j)	 (-0.060647+0.000000j)
 (-1.999943+0.000000j)	 (0.015157+0.000920j)	 (0.060647+0.000000j)
 (1.999977+0.000000j)	 (0.009735-0.001433j)	 (-0.146129+0.000000j)
 (1.999909+0.000000j)	 (0.019119-0.000730j)	 (-0.038140+0.000000j)
 (-1.999977+0.000000j)	 (0.009735+0.001433j)	 (0.146129+0.000000j)
 (-1.999909+0.000000j)	 (0.019119+0.000730j)	 (0.038140+0.000000j)
 (1.999975+0.000000j)	 (0.010024-0.001392j)	 (-0.137948+0.000000j)
 (1.999910+0.000000j)	 (0.018967-0.000735j)	 (-0.038755+0.000000j)
 (-1.999975+0.000000j)	 (0.010024+0.001392j)	 (0.137948+0.000000j)
 (-1.999910+0.000000j)	 (0.018967+0.000735j)	 (0.038755+0.000000j)
 (1.999972+0.000000j)	 (0.010576-0.001319j)	 (-0.124074+0.000000j)
 (1.999913+0.000000j)	 (0.018660-0.000748j)	 (-0.040039+0.000000j)
 (-1.999972+0.000000j)	 (0.010576+0.001319j)	 (0.124074+0.000000j)
 (-1.999913+0.000000j)	 (0.018660+0.000748j)	 (0.040039+0.000000j)
 (1.999968+0.000000j)	 (0.011338-0.001230j)	 (-0.108081+0.000000j)
 (1.999917+0.000000j)	 (0.018201-0.000766j)	 (-0.042080+0.000000j)
 (-1.999968+0.000000j)	 (0.011338+0.001230j)	 (0.108081+0.000000j)
 (-1.999917+0.000000j)	 (0.018201+0.000766j)	 (0.042080+0.000000j)
 (1.999963+0.000000j)	 (0.012235-0.001140j)	 (-0.092917+0.000000j)
 (1.999923+0.000000j)	 (0.017606-0.000792j)	 (-0.044968+0.000000j)
 (-1.999963+0.000000j)	 (0.012235+0.001140j)	 (0.092917+0.000000j)
 (-1.999923+0.000000j)	 (0.017606+0.000792j)	 (0.044968+0.000000j)
 (1.999957+0.000000j)	 (0.013201-0.001057j)	 (-0.079877+0.000000j)
 (1.999929+0.000000j)	 (0.016890-0.000826j)	 (-0.048855+0.000000j)
 (-1.999957+0.000000j)	 (0.013201+0.001057j)	 (0.079877+0.000000j)
 (-1.999929+0.000000j)	 (0.016890+0.000826j)	 (0.048855+0.000000j)
 (1.999950+0.000000j)	 (0.014188-0.000983j)	 (-0.069181+0.000000j)
 (1.999936+0.000000j)	 (0.016067-0.000868j)	 (-0.053979+0.000000j)
 (-1.999950+0.000000j)	 (0.014188+0.000983j)	 (0.069181+0.000000j)
 (-1.999936+0.000000j)	 (0.016067+0.000868j)	 (0.053979+0.000000j)
 (2.000029+0.000000j)	 (0.001295-0.010776j)	 (-1.451237+0.000000j)
 (-2.000029+0.000000j)	 (0.001295+0.010776j)	 (1.451237+0.000000j)
 (2.000046+0.000000j)	 (0.001030-0.013549j)	 (-1.494957+0.000000j)
 (2.000012+0.000000j)	 (0.001968-0.007088j)	 (-1.299946+0.000000j)
 (-2.000046+0.000000j)	 (0.001030+0.013549j)	 (1.494957+0.000000j)
 (-2.000012+0.000000j)	 (0.001968+0.007088j)	 (1.299946+0.000000j)
 (2.000045+0.000000j)	 (0.001038-0.013442j)	 (-1.493748+0.000000j)
 (2.000012+0.000000j)	 (0.001917-0.007276j)	 (-1.313186+0.000000j)
 (-2.000045+0.000000j)	 (0.001038+0.013442j)	 (1.493748+0.000000j)
 (-2.000012+0.000000j)	 (0.001917+0.007276j)	 (1.313186+0.000000j)
 (2.000043+0.000000j)	 (0.001055-0.013227j)	 (-1.491226+0.000000j)
 (2.000014+0.000000j)	 (0.001826-0.007641j)	 (-1.336284+0.000000j)
 (-2.000043+0.000000j)	 (0.001055+0.013227j)	 (1.491226+0.000000j)
 (-2.000014+0.000000j)	 (0.001826+0.007641j)	 (1.336284+0.000000j)
 (2.000041+0.000000j)	 (0.001081-0.012905j)	 (-1.487225+0.000000j)
 (2.000016+0.000000j)	 (0.001711-0.008152j)	 (-1.363885+0.000000j)
 (-2.000041+0.000000j)	 (0.001081+0.012905j)	 (1.487225+0.000000j)
 (-2.000016+0.000000j)	 (0.001711+0.008152j)	 (1.363885+0.000000j)
 (2.000039+0.000000j)	 (0.001117-0.012487j)	 (-1.481576+0.000000j)
 (2.000019+0.000000j)	 (0.001592-0.008760j)	 (-1.390970+0.000000j)
 (-2.000039+0.000000j)	 (0.001117+0.012487j)	 (1.481576+0.000000j)
 (-2.000019+0.000000j)	 (0.001592+0.008760j)	 (1.390970+0.000000j)
 (2.000036+0.000000j)	 (0.001164-0.011986j)	 (-1.474002+0.000000j)
 (2.000022+0.000000j)	 (0.001481-0.009422j)	 (-1.414923+0.000000j)
 (-2.000036+0.000000j)	 (0.001164+0.011986j)	 (1.474002+0.000000j)
 (-2.000022+0.000000j)	 (0.001481+0.009422j)	 (1.414923+0.000000j)
 (2.000032+0.000000j)	 (0.001222-0.011411j)	 (-1.464068+0.000000j)
 (2.000025+0.000000j)	 (0.001381-0.010104j)	 (-1.434986+0.000000j)
 (-2.000032+0.000000j)	 (0.001222+0.011411j)	 (1.464068+0.000000j)
 (-2.000025+0.000000j)	 (0.001381+0.010104j)	 (1.434986+0.000000j)
 (1.999994+0.000000j)	 (0.005430-0.002569j)	 (-0.441869+0.000000j)
 (-1.999994+0.000000j)	 (0.005430+0.002569j)	 (0.441869+0.000000j)
 (2.000011+0.000000j)	 (0.001990-0.007011j)	 (-1.294249+0.000000j)
 (1.999977+0.000000j)	 (0.009647-0.001446j)	 (-0.148794+0.000000j)
 (-2.000011+0.000000j)	 (0.001990+0.007011j)	 (1.294249+0.000000j)
 (-1.999977+0.000000j)	 (0.009647+0.001446j)	 (0.148794+0.000000j)
 (2.000011+0.000000j)	 (0.002046-0.006817j)	 (-1.279170+0.000000j)
 (1.999978+0.000000j)	 (0.009498-0.001469j)	 (-0.153409+0.000000j)
 (-2.000011+0.000000j)	 (0.002046+0.006817j)	 (1.279170+0.000000j)
 (-1.999978+0.000000j)	 (0.009498+0.001469j)	 (0.153409+0.000000j)
 (2.000009+0.000000j)	 (0.002173-0.006420j)	 (-1.244468+0.000000j)
 (1.999979+0.000000j)	 (0.009196-0.001517j)	 (-0.163464+0.000000j)
 (-2.000009+0.000000j)	 (0.002173+0.006420j)	 (1.244468+0.000000j)
 (-1.999979+0.000000j)	 (0.009196+0.001517j)	 (0.163464+0.000000j)
 (2.000007+0.000000j)	 (0.002400-0.005813j)	 (-1.179259+0.000000j)
 (1.999982+0.000000j)	 (0.008738-0.001596j)	 (-0.180702+0.000000j)
 (-2.000007+0.000000j)	 (0.002400+0.005813j)	 (1.179259+0.000000j)
 (-1.999982+0.000000j)	 (0.008738+0.001596j)	 (0.180702+0.000000j)
 (2.000004+0.000000j)	 (0.002784-0.005011j)	 (-1.063646+0.000000j)
 (1.999984+0.000000j)	 (0.008129-0.001716j)	 (-0.208055+0.000000j)
 (-2.000004+0.000000j)	 (0.002784+0.005011j)	 (1.063646+0.000000j)
 (-1.999984+0.000000j)	 (0.008129+0.001716j)	 (0.208055+0.000000j)
 (2.000001+0.000000j)	 (0.003418-0.004082j)	 (-0.873701+0.000000j)
 (1.999987+0.000000j)	 (0.007371-0.001892j)	 (-0.251295+0.000000j)
 (-2.000001+0.000000j)	 (0.003418+0.004082j)	 (0.873701+0.000000j)
 (-1.999987+0.000000j)	 (0.007371+0.001892j)	 (0.251295+0.000000j)
 (1.999998+0.000000j)	 (0.004349-0.003208j)	 (-0.635551+0.000000j)
 (1.999991+0.000000j)	 (0.006466-0.002157j)	 (-0.322026+0.000000j)
 (-1.999998+0.000000j)	 (0.004349+0.003208j)	 (0.635551+0.000000j)
 (-1.999991+0.000000j)	 (0.006466+0.002157j)	 (0.322026+0.000000j)
 (2.000003+0.000000j)	 (0.003059-0.004561j)	 (-0.980032+0.000000j)
 (-2.000003+0.000000j)	 (0.003059+0.004561j)	 (0.980032+0.000000j)
 (2.000011+0.000000j)	 (0.001984-0.007030j)	 (-1.295694+0.000000j)
 (1.999994+0.000000j)	 (0.005408-0.002579j)	 (-0.445027+0.000000j)
 (-2.000011+0.000000j)	 (0.001984+0.007030j)	 (1.295694+0.000000j)
 (-1.999994+0.000000j)	 (0.005408+0.002579j)	 (0.445027+0.000000j)
 (2.000011+0.000000j)	 (0.002012-0.006934j)	 (-1.288401+0.000000j)
 (1.999995+0.000000j)	 (0.005298-0.002633j)	 (-0.461169+0.000000j)
 (-2.000011+0.000000j)	 (0.002012+0.006934j)	 (1.288401+0.000000j)
 (-1.999995+0.000000j)	 (0.005298+0.002633j)	 (0.461169+0.000000j)
 (2.000010+0.000000j)	 (0.002070-0.006740j)	 (-1.272826+0.000000j)
 (1.999995+0.000000j)	 (0.005079-0.002747j)	 (-0.495770+0.000000j)
 (-2.000010+0.000000j)	 (0.002070+0.006740j)	 (1.272826+0.000000j)
 (-1.999995+0.000000j)	 (0.005079+0.002747j)	 (0.495770+0.000000j)
 (2.000009+0.000000j)	 (0.002163-0.006448j)	 (-1.247128+0.000000j)
 (1.999996+0.000000j)	 (0.004756-0.002933j)	 (-0.552643+0.000000j)
 (-2.000009+0.000000j)	 (0.002163+0.006448j)	 (1.247128+0.000000j)
 (-1.999996+0.000000j)	 (0.004756+0.002933j)	 (0.552643+0.000000j)
 (2.000008+0.000000j)	 (0.002298-0.006070j)	 (-1.208892+0.000000j)
 (1.999998+0.000000j)	 (0.004353-0.003205j)	 (-0.634620+0.000000j)
 (-2.000008+0.000000j)	 (0.002298+0.006070j)	 (1.208892+0.000000j)
 (-1.999998+0.000000j)	 (0.004353+0.003205j)	 (0.634620+0.000000j)
 (2.000006+0.000000j)	 (0.002484-0.005617j)	 (-1.154454+0.000000j)
 (1.999999+0.000000j)	 (0.003905-0.003572j)	 (-0.740899+0.000000j)
 (-2.000006+0.000000j)	 (0.002484+0.005617j)	 (1.154454+0.000000j)
 (-1.999999+0.000000j)	 (0.003905+0.003572j)	 (0.740899+0.000000j)
 (2.000005+0.000000j)	 (0.002733-0.005104j)	 (-1.079134+0.000000j)
 (2.000001+0.000000j)	 (0.003458-0.004034j)	 (-0.862041+0.000000j)
 (-2.000005+0.000000j)	 (0.002733+0.005104j)	 (1.079134+0.000000j)
 (-2.000001+0.000000j)	 (0.003458+0.004034j)	 (0.862041+0.000000j)
 (1.999986+0.000000j)	 (0.007774-0.001794j)	 (-0.226825+0.000000j)
 (-1.999986+0.000000j)	 (0.007774+0.001794j)	 (0.226825+0.000000j)
 (1.999994+0.000000j)	 (0.005452-0.002558j)	 (-0.438742+0.000000j)
 (1.999977+0.000000j)	 (0.009661-0.001444j)	 (-0.148343+0.000000j)
 (-1.999994+0.000000j)	 (0.005452+0.002558j)	 (0.438742+0.000000j)
 (-1.999977+0.000000j)	 (0.009661+0.001444j)	 (0.148343+0.000000j)
 (1.999994+0.000000j)	 (0.005561-0.002508j)	 (-0.423718+0.000000j)
 (1.999978+0.000000j)	 (0.009588-0.001455j)	 (-0.150603+0.000000j)
 (-1.999994+0.000000j)	 (0.005561+0.002508j)	 (0.423718+0.000000j)
 (-1.999978+0.000000j)	 (0.009588+0.001455j)	 (0.150603+0.000000j)
 (1.999993+0.000000j)	 (0.005776-0.002415j)	 (-0.396046+0.000000j)
 (1.999978+0.000000j)	 (0.009439-0.001478j)	 (-0.155303+0.000000j)
 (-1.999993+0.000000j)	 (0.005776+0.002415j)	 (0.396046+0.000000j)
 (-1.999978+0.000000j)	 (0.009439+0.001478j)	 (0.155303+0.000000j)
 (1.999992+0.000000j)	 (0.006084-0.002293j)	 (-0.360367+0.000000j)
 (1.999979+0.000000j)	 (0.009218-0.001513j)	 (-0.162719+0.000000j)
 (-1.999992+0.000000j)	 (0.006084+0.002293j)	 (0.360367+0.000000j)
 (-1.999979+0.000000j)	 (0.009218+0.001513j)	 (0.162719+0.000000j)
 (1.999991+0.000000j)	 (0.006462-0.002159j)	 (-0.322394+0.000000j)
 (1.999981+0.000000j)	 (0.008932-0.001562j)	 (-0.173096+0.000000j)
 (-1.999991+0.000000j)	 (0.006462+0.002159j)	 (0.322394+0.000000j)
 (-1.999981+0.000000j)	 (0.008932+0.001562j)	 (0.173096+0.000000j)
 (1.999989+0.000000j)	 (0.006884-0.002026j)	 (-0.286252+0.000000j)
 (1.999982+0.000000j)	 (0.008590-0.001624j)	 (-0.186834+0.000000j)
 (-1.999989+0.000000j)	 (0.006884+0.002026j)	 (0.286252+0.000000j)
 (-1.999982+0.000000j)	 (0.008590+0.001624j)	 (0.186834+0.000000j)
 (1.999987+0.000000j)	 (0.007329-0.001903j)	 (-0.254104+0.000000j)
 (1.999984+0.000000j)	 (0.008200-0.001701j)	 (-0.204532+0.000000j)
 (-1.999987+0.000000j)	 (0.007329+0.001903j)	 (0.254104+0.000000j)
 (-1.999984+0.000000j)	 (0.008200+0.001701j)	 (0.204532+0.000000j)
